# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 18
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 17:01:08 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (14,3) (13,4)
2 (3,14) (4,15)
3 (13,13) (12,13)
0 (0,0) (2,2)
0 null null
1 (12,0) (11,1)
2 (3,15) (4,14)
3 (14,14) (13,13)
0 (2,2) (4,4)
0 null null
1 (13,4) (13,3)
2 (4,15) (3,14)
3 (12,13) (11,12)
0 (1,2) (2,3)
1 (14,2) (12,0)
1 (12,0) (14,2)
1 (14,2) (12,2)
1 null null
2 (3,14) (3,15)
3 (15,15) (14,14)
0 (0,1) (1,2)
1 (15,3) (14,2)
2 (2,15) (3,14)
3 (13,15) (11,13)
3 (11,13) (13,15)
3 null null
0 (1,2) (3,4)
0 null null
1 (13,2) (12,3)
2 (1,12) (1,11)
3 (14,14) (12,12)
3 (12,12) (10,12)
3 null null
0 (0,3) (1,4)
1 (11,1) (11,0)
2 (4,14) (4,13)
3 (15,14) (15,15)
0 (3,0) (4,1)
1 (12,2) (12,4)
1 null null
2 (0,13) (2,15)
2 null null
3 (10,12) (11,13)
0 (1,4) (2,5)
1 (13,0) (12,0)
2 (4,13) (5,14)
3 (11,12) (10,12)
0 (4,1) (5,2)
1 (15,1) (15,3)
1 (15,3) (15,1)
1 (15,1) (15,3)
1 null null
2 (1,11) (1,12)
3 (15,13) (14,14)
0 (5,2) (6,3)
1 (14,0) (15,1)
2 (2,13) (0,11)
2 null null
3 (14,12) (15,13)
0 (2,0) (4,2)
0 null null
1 (12,3) (12,5)
1 (12,5) (12,3)
1 (12,3) (14,3)
1 (14,3) (12,3)
1 (12,3) (12,5)
1 null null
2 (5,14) (6,13)
3 (13,15) (11,15)
3 null null
0 (4,2) (5,3)
1 (12,4) (11,3)
2 (3,15) (4,14)
3 (13,13) (12,13)
0 (5,3) (6,4)
1 (13,1) (12,2)
2 (0,11) (1,10)
3 (11,13) (13,13)
3 (13,13) (11,13)
3 (11,13) (13,15)
3 (13,15) (11,13)
3 (11,13) (9,11)
3 (9,11) (11,13)
3 (11,13) (9,11)
3 null null
0 (1,0) (3,2)
0 null null
1 (11,3) (13,1)
1 null null
2 (2,14) (2,13)
3 (14,14) (13,15)
0 (3,2) (4,3)
1 (12,1) (11,1)
2 (3,14) (3,15)
3 (14,13) (14,14)
0 (3,4) (4,5)
1 (12,2) (14,0)
1 null null
2 (1,15) (2,14)
3 (13,15) (13,13)
3 (13,13) (13,15)
3 (13,15) (13,13)
3 (13,13) (11,13)
3 (11,13) (13,13)
3 null null
0 (4,5) (5,6)
1 (12,5) (13,6)
2 (2,13) (3,14)
3 (11,15) (10,15)
0 (2,1) (3,2)
1 (14,2) (14,3)
2 (3,15) (5,13)
2 (5,13) (7,13)
2 null null
3 (10,12) (10,13)
0 (3,2) (5,4)
0 null null
1 (15,2) (13,0)
1 (13,0) (13,2)
1 (13,2) (13,0)
1 (13,0) (15,2)
1 null null
2 (6,13) (8,13)
2 null null
3 (13,13) (14,12)
0 (5,4) (6,5)
1 (15,0) (13,2)
1 (13,2) (13,0)
1 (13,0) (13,2)
1 (13,2) (13,4)
1 (13,4) (13,2)
1 (13,2) (15,4)
1 null null
2 (8,13) (8,12)
3 (9,11) (10,10)
0 (6,5) (7,6)
1 (15,4) (15,5)
2 (4,14) (5,14)
3 (14,15) (14,13)
3 null null
0 (1,1) (2,2)
1 (14,0) (13,0)
2 (1,12) (2,12)
3 (15,12) (13,12)
3 (13,12) (11,14)
3 null null
0 (2,2) (3,2)
1 (11,1) (12,2)
2 (3,14) (4,15)
3 (12,13) (13,12)
0 (3,2) (5,4)
0 null null
1 (14,3) (14,4)
2 (5,14) (4,14)
3 (15,13) (13,11)
3 (13,11) (15,13)
3 null null
0 (5,4) (6,5)
1 (15,3) (14,2)
2 (7,13) (8,14)
3 (11,14) (10,14)
0 (6,5) (8,7)
0 null null
1 (15,1) (15,0)
2 (8,14) (8,13)
3 (15,13) (15,14)
0 (8,7) (9,8)
1 (14,2) (14,3)
2 (0,12) (0,13)
3 (12,15) (13,15)
0 (9,8) (10,9)
1 (15,2) (13,4)
1 (13,4) (15,4)
1 null null
2 (4,14) (4,13)
3 (15,14) (15,13)
0 (10,9) (11,10)
1 (13,0) (15,2)
1 (15,2) (13,0)
1 (13,0) (13,2)
1 (13,2) (13,4)
1 (13,4) (15,2)
1 (15,2) (13,4)
1 (13,4) (15,2)
1 null null
2 (2,14) (0,12)
