# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 18
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 17:01:08 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
2 (0,12) (2,14)
2 null null
3 (14,12) (14,11)
0 (11,10) (12,11)
1 (12,0) (10,0)
1 (10,0) (12,0)
1 null null
2 (0,13) (1,12)
3 (15,15) (14,15)
0 (4,4) (5,5)
1 (13,3) (15,3)
1 null null
2 (1,13) (3,11)
2 null null
3 (10,10) (11,11)
0 (5,5) (6,6)
1 (12,0) (10,0)
1 (10,0) (12,0)
1 null null
2 (2,15) (3,14)
3 (10,15) (9,14)
0 (6,6) (7,7)
1 (13,1) (14,0)
2 (8,13) (9,13)
3 (15,13) (13,13)
3 null null
0 (7,7) (8,8)
1 (13,6) (12,7)
2 (8,12) (8,13)
3 (12,14) (11,14)
0 (8,8) (9,9)
1 (15,0) (13,0)
1 null null
2 (4,15) (3,15)
3 (10,14) (10,12)
3 null null
0 (9,9) (10,10)
1 (14,3) (14,2)
2 (9,13) (7,13)
2 (7,13) (9,13)
2 null null
3 (10,12) (9,12)
0 (10,10) (12,12)
0 null null
1 (12,0) (12,1)
2 (8,13) (10,15)
2 (10,15) (8,13)
2 null null
3 (9,12) (10,12)
0 (12,12) (14,12)
0 null null
1 (12,1) (13,2)
2 (2,14) (2,13)
3 (13,14) (12,14)
0 (2,5) (3,6)
1 (15,4) (14,3)
2 (1,10) (2,10)
3 (13,15) (11,13)
3 (11,13) (9,11)
3 null null
0 (3,6) (4,7)
1 (15,2) (15,4)
1 null null
2 (3,15) (4,14)
3 (10,13) (8,15)
3 (8,15) (10,13)
3 (10,13) (10,11)
3 (10,11) (10,13)
3 (10,13) (10,11)
3 (10,11) (10,13)
3 null null
0 (7,6) (8,7)
1 (11,0) (12,0)
2 (1,12) (2,11)
3 (11,11) (12,10)
0 (8,7) (9,8)
1 (12,7) (11,6)
2 (3,14) (3,15)
3 (9,11) (10,11)
0 (9,8) (10,9)
1 (12,2) (13,3)
2 (3,15) (3,14)
3 (14,11) (15,10)
0 (10,9) (11,10)
1 (11,6) (10,5)
2 (2,11) (3,10)
3 (10,12) (11,11)
0 (11,10) (13,10)
0 null null
1 (14,0) (13,1)
2 (1,14) (2,14)
3 (15,10) (14,10)
0 (13,10) (14,11)
1 (15,4) (15,6)
1 null null
2 (8,13) (7,13)
3 (13,13) (15,15)
3 null null
0 (14,11) (15,12)
1 (15,5) (14,5)
2 (2,13) (1,12)
3 (15,15) (13,13)
3 null null
0 (15,12) (13,14)
0 null null
1 (15,3) (15,4)
2 (3,10) (4,10)
3 (12,10) (13,11)
0 (0,2) (2,4)
0 null null
1 (10,5) (11,4)
2 (4,13) (3,13)
3 (14,15) (15,15)
0 (2,4) (3,5)
1 (11,4) (10,5)
2 (3,14) (2,15)
3 (10,13) (10,14)
0 (6,4) (7,5)
1 (14,4) (13,4)
2 (3,11) (5,9)
2 (5,9) (3,11)
2 (3,11) (1,13)
2 (1,13) (3,11)
2 (3,11) (1,9)
2 null null
3 (14,10) (12,12)
3 null null
0 (7,5) (8,6)
1 (13,0) (15,2)
1 (15,2) (13,0)
1 (13,0) (11,0)
1 null null
2 (4,10) (5,10)
3 (11,14) (12,15)
0 (8,6) (9,7)
1 (10,5) (11,4)
2 (1,9) (0,10)
3 (14,13) (15,14)
0 (3,1) (4,2)
1 (13,4) (12,5)
2 (9,13) (10,13)
3 (10,14) (11,14)
0 (4,2) (5,3)
1 (14,2) (15,2)
2 (0,14) (1,15)
3 (9,14) (10,14)
0 (5,3) (6,4)
1 (12,5) (11,5)
2 (10,13) (9,14)
3 (10,11) (11,12)
0 (6,4) (7,5)
1 (11,5) (11,3)
1 (11,3) (11,5)
1 (11,5) (11,3)
1 null null
2 (7,13) (8,14)
3 (12,15) (13,15)
0 (7,5) (8,6)
1 (15,6) (14,6)
2 (8,14) (8,15)
3 (12,12) (10,10)
3 (10,10) (12,12)
3 null null
0 (8,6) (10,8)
0 null null
1 (11,0) (12,1)
2 (5,10) (6,10)
3 (11,11) (11,13)
3 (11,13) (11,15)
3 (11,15) (9,13)
3 null null
0 (10,8) (11,9)
1 (14,6) (13,7)
2 (2,14) (1,14)
3 (13,11) (15,13)
3 (15,13) (13,11)
3 (13,11) (15,13)
3 (15,13) (13,11)
3 null null
0 (12,11) (14,13)
0 null null
1 (14,1) (14,2)
2 (0,15) (2,13)
2 (2,13) (4,13)
2 (4,13) (2,13)
2 null null
3 (11,14) (10,13)
0 (3,5) (4,6)
1 (13,3) (12,4)
2 (3,13) (2,14)
3 (10,13) (10,12)
0 (4,6) (5,7)
1 (12,4) (13,3)
2 (2,15) (3,14)
3 (11,12) (10,13)
0 (5,7) (6,8)
1 (14,2) (12,2)
1 null null
2 (9,14) (9,15)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 (13,12) (11,12)
3 (11,12) (9,14)
3 null null
0 (6,8) (7,9)
1 (13,1) (11,1)
1 (11,1) (13,1)
1 (13,1) (11,1)
1 null null
2 (6,10) (8,8)
2 (8,8) (10,6)
2 (10,6) (8,8)
2 (8,8) (6,10)
2 (6,10) (8,8)
2 (8,8) (10,6)
2 null null
3 (9,14) (11,14)
3 null null
0 (5,6) (6,7)
1 (13,2) (11,0)
1 (11,0) (13,2)
1 (13,2) (11,0)
1 (11,0) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (11,0)
1 (11,0) (13,0)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (11,0)
1 (11,0) (13,2)
1 (13,2) (11,0)
1 (11,0) (11,2)
1 (11,2) (11,0)
1 null null
2 (2,10) (3,9)
3 (15,14) (15,13)
0 (6,3) (7,4)
1 (13,7) (12,7)
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (0,11)
2 (0,11) (0,9)
2 null null
3 (13,11) (14,10)
0 (7,4) (8,5)
1 (11,4) (12,4)
2 (8,15) (7,15)
3 (12,12) (12,11)
0 (11,9) (12,10)
1 (11,0) (10,1)
2 (0,9) (1,9)
3 (14,14) (15,14)
0 (9,7) (10,8)
1 (10,1) (10,2)
2 (1,9) (2,8)
3 (13,15) (14,14)
0 (10,8) (11,9)
1 (10,2) (9,3)
2 (10,6) (10,5)
3 (12,14) (11,15)
0 (11,9) (13,11)
0 null null
1 (14,3) (12,3)
1 null null
2 (1,14) (2,15)
3 (9,13) (8,14)
0 (12,10) (13,10)
1 (9,3) (10,4)
2 (3,9) (2,9)
3 (14,10) (14,11)
0 (13,10) (15,12)
