# Server version 0.08 running on 192.168.0.101:8123
# Game ID: 38
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 19:42:31 EDT 2014
# Player 1: Player-0, 'random', running on 192.168.0.101
# Player 2: Player-1, 'random', running on 192.168.0.101
# Player 3: Player-2, 'random', running on 192.168.0.101
# Player 4: Player-3, 'random', running on 192.168.0.101
START Player-0 random
0 (0,4) (1,4)
1 (13,4) (12,5)
2 (5,14) (6,15)
3 (13,12) (11,10)
3 (11,10) (9,10)
3 null null
0 (4,1) (5,0)
1 (12,2) (12,1)
2 (0,12) (1,11)
3 (10,11) (8,9)
3 null null
0 (3,1) (3,0)
1 (12,3) (13,4)
2 (2,11) (1,12)
3 (9,10) (7,8)
3 null null
0 (2,6) (3,6)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (9,2)
1 null null
2 (4,13) (4,12)
3 (8,9) (6,7)
3 null null
0 (5,0) (6,0)
1 (9,2) (9,3)
2 (1,14) (2,14)
3 (7,8) (5,6)
3 null null
0 (1,0) (2,1)
1 (13,1) (12,2)
2 (6,15) (4,15)
2 (4,15) (6,15)
2 null null
3 (6,7) (4,5)
3 null null
0 (1,4) (0,4)
1 (12,1) (12,0)
2 (5,15) (7,15)
2 null null
3 (5,6) (3,4)
3 (3,4) (3,2)
3 (3,2) (1,0)
3 null null
0 (0,4) (0,5)
1 (15,2) (14,1)
2 (3,13) (1,15)
2 (1,15) (3,13)
2 null null
3 (15,15) (14,14)
0 (4,3) (3,4)
1 (14,3) (14,4)
2 (7,15) (6,14)
3 (4,5) (2,3)
3 null null
0 (2,2) (0,4)
0 (0,4) (0,6)
0 (0,6) (0,4)
0 (0,4) (2,2)
0 null null
1 (13,4) (14,3)
2 (1,11) (0,11)
3 (14,14) (13,13)
0 (3,4) (4,3)
1 (12,5) (11,6)
2 (0,14) (1,15)
3 (13,13) (12,12)
0 (2,2) (3,2)
1 (13,3) (14,2)
2 (0,8) (1,7)
3 (4,4) (2,2)
3 (2,2) (2,0)
3 null null
0 (3,6) (4,6)
1 (12,2) (13,1)
2 (3,13) (3,14)
3 (10,10) (9,9)
0 (1,3) (2,2)
1 (15,3) (15,4)
2 (2,14) (3,13)
3 (9,9) (8,8)
0 (3,2) (4,2)
1 (10,2) (10,1)
2 (1,12) (1,11)
3 (8,8) (7,7)
0 (0,2) (1,3)
1 (12,0) (11,1)
2 (3,13) (3,12)
3 (7,7) (6,6)
0 (6,0) (6,1)
1 (10,1) (9,0)
2 (1,13) (2,14)
3 (6,6) (5,5)
0 (5,4) (5,6)
0 (5,6) (3,6)
0 null null
1 (14,3) (13,2)
2 (4,12) (5,11)
3 (5,5) (4,4)
0 (1,3) (3,1)
0 (3,1) (5,3)
0 (5,3) (3,5)
0 (3,5) (5,7)
0 null null
1 (11,6) (10,5)
2 (6,14) (5,15)
3 (12,12) (12,10)
3 null null
0 (4,3) (5,4)
1 (9,0) (10,0)
2 (0,15) (2,15)
2 (2,15) (4,13)
2 (4,13) (2,11)
2 (2,11) (4,13)
2 null null
3 (11,13) (10,12)
0 (6,1) (7,0)
1 (9,3) (8,2)
2 (1,15) (0,15)
3 (15,12) (14,11)
0 (0,3) (1,3)
1 (11,1) (12,0)
2 (5,15) (5,14)
3 (14,11) (13,10)
0 (4,2) (2,4)
0 (2,4) (4,2)
0 (4,2) (2,4)
0 (2,4) (0,2)
0 null null
1 (11,0) (10,1)
2 (5,11) (4,12)
3 (13,10) (12,9)
0 (4,6) (3,7)
1 (8,2) (9,2)
2 (1,11) (0,10)
3 (12,9) (11,8)
0 (3,0) (4,0)
1 (10,1) (11,1)
2 (3,14) (2,15)
3 (6,4) (5,3)
0 (5,7) (4,6)
1 (10,5) (11,5)
2 (5,14) (5,15)
3 (5,3) (4,2)
0 (5,4) (6,5)
1 (14,2) (14,3)
2 (2,13) (1,13)
3 (4,2) (3,1)
0 (4,6) (3,5)
1 (11,5) (10,4)
2 (1,13) (0,14)
3 (12,11) (12,9)
3 (12,9) (10,7)
3 null null
0 (6,5) (7,6)
1 (13,2) (12,3)
2 (6,15) (4,15)
2 (4,15) (6,15)
2 null null
3 (11,8) (9,6)
3 null null
0 (0,2) (1,2)
1 (14,1) (13,2)
2 (4,13) (5,13)
3 (10,7) (8,5)
3 null null
0 (7,6) (7,7)
1 (13,2) (13,3)
2 (5,13) (5,14)
3 (9,6) (7,4)
3 null null
0 (1,3) (0,2)
1 (15,4) (14,5)
2 (5,14) (4,14)
3 (8,5) (6,3)
3 null null
0 (3,5) (5,3)
0 (5,3) (3,5)
0 null null
1 (10,0) (11,0)
2 (2,14) (1,15)
3 (7,4) (5,2)
3 null null
0 (0,5) (1,6)
1 (12,0) (12,1)
2 (2,15) (3,15)
3 (6,3) (4,1)
3 null null
0 (3,6) (2,7)
1 (15,1) (15,2)
2 (1,7) (1,8)
3 (5,2) (3,0)
3 null null
0 (1,6) (2,6)
1 (14,4) (15,4)
2 (0,11) (0,9)
2 (0,9) (0,11)
2 (0,11) (0,9)
2 (0,9) (0,11)
2 (0,11) (0,9)
2 null null
3 (12,15) (11,14)
0 (2,7) (3,6)
1 (13,1) (12,0)
2 (5,15) (4,15)
3 (11,14) (10,13)
0 (2,6) (1,6)
1 (14,5) (13,6)
2 (6,15) (6,14)
3 (12,10) (11,9)
0 (7,0) (7,1)
1 (9,2) (9,3)
2 (0,10) (1,9)
3 (11,9) (10,8)
0 (3,6) (4,7)
1 (13,3) (15,3)
1 (15,3) (13,3)
1 (13,3) (15,3)
1 (15,3) (13,3)
1 (13,3) (15,3)
1 (15,3) (13,3)
1 null null
2 (3,12) (2,13)
3 (10,8) (9,7)
0 (7,1) (6,2)
1 (10,4) (11,4)
2 (3,15) (2,14)
3 (9,7) (8,6)
0 (7,7) (7,6)
1 (14,3) (15,3)
2 (1,9) (0,8)
3 (8,6) (7,5)
0 (1,6) (1,7)
1 (9,3) (9,2)
2 (1,8) (2,8)
3 (7,5) (6,4)
0 (4,7) (5,7)
1 (11,4) (12,5)
2 (2,13) (1,13)
3 (6,4) (5,3)
0 (4,0) (4,2)
0 (4,2) (4,0)
0 null null
1 (11,1) (10,1)
2 (6,14) (7,15)
3 (5,3) (4,2)
0 (6,2) (7,3)
1 (15,3) (14,3)
2 (2,8) (3,8)
3 (3,3) (1,3)
3 null null
0 (1,7) (0,6)
1 (12,5) (14,7)
1 null null
2 (7,15) (8,15)
3 (4,4) (3,3)
0 (5,7) (6,8)
1 (10,1) (10,2)
2 (0,13) (1,12)
3 (10,13) (10,11)
3 null null
0 (3,7) (2,8)
1 (13,6) (13,7)
2 (0,8) (0,10)
2 (0,10) (0,8)
2 null null
3 (10,11) (9,10)
0 (6,8) (7,8)
1 (14,7) (13,8)
2 (1,12) (1,14)
2 null null
3 (9,10) (8,9)
0 (2,1) (0,3)
0 (0,3) (2,1)
0 (2,1) (0,3)
0 null null
1 (9,2) (8,2)
2 (4,14) (5,14)
3 (8,9) (6,7)
3 null null
0 (7,6) (8,6)
1 (13,7) (13,9)
1 null null
2 (4,15) (5,15)
3 (4,1) (2,1)
3 null null
0 (3,5) (2,5)
1 (13,8) (14,8)
2 (5,15) (6,14)
3 (13,14) (12,13)
0 (2,5) (1,6)
1 (11,0) (11,1)
2 (6,14) (6,15)
3 (12,13) (11,12)
0 (2,8) (1,9)
1 (10,2) (11,3)
2 (4,12) (4,11)
3 (11,12) (10,11)
0 (7,8) (5,6)
0 null null
1 (15,2) (15,3)
2 (2,14) (2,13)
3 (6,7) (4,5)
3 null null
0 (8,6) (7,6)
1 (11,3) (12,2)
2 (2,13) (3,13)
3 (10,11) (9,10)
0 (0,3) (0,4)
1 (13,3) (14,2)
2 (0,15) (2,15)
2 null null
3 (9,10) (8,9)
0 (0,6) (0,7)
1 (15,4) (14,5)
2 (8,15) (9,14)
3 (8,9) (7,8)
0 (1,6) (2,7)
1 (14,3) (14,1)
1 (14,1) (14,3)
1 null null
2 (1,15) (2,14)
3 (4,5) (3,4)
0 (4,0) (5,1)
1 (12,1) (13,1)
2 (4,11) (5,12)
3 (3,4) (3,2)
3 null null
0 (2,7) (4,9)
0 (4,9) (2,7)
0 null null
1 (13,1) (12,1)
2 (1,13) (0,12)
3 (7,8) (6,7)
0 (2,7) (3,7)
1 (13,9) (12,10)
2 (0,14) (0,13)
3 (6,7) (4,5)
3 null null
0 (1,2) (1,4)
0 null null
1 (14,3) (14,4)
2 (1,14) (3,14)
2 null null
3 (3,2) (1,2)
3 null null
0 (5,1) (4,0)
1 (14,4) (15,4)
2 (5,12) (6,13)
3 (4,5) (3,4)
0 (1,4) (1,5)
1 (12,1) (13,1)
2 (9,14) (8,14)
3 (3,4) (3,2)
3 null null
0 (0,7) (1,7)
1 (15,4) (13,6)
1 (13,6) (15,4)
1 (15,4) (13,6)
1 null null
2 (6,15) (6,14)
3 (2,3) (0,3)
3 null null
0 (3,7) (3,6)
1 (12,2) (13,2)
2 (0,13) (1,14)
3 (10,12) (9,11)
0 (1,7) (2,8)
1 (12,10) (13,11)
2 (3,8) (2,9)
3 (9,11) (8,10)
0 (7,6) (6,5)
1 (13,2) (13,0)
1 (13,0) (11,0)
1 null null
2 (2,14) (1,13)
3 (8,10) (7,9)
0 (1,9) (1,8)
1 (12,0) (13,0)
2 (0,12) (1,11)
3 (7,9) (6,8)
0 (1,8) (0,7)
1 (14,5) (15,4)
2 (6,13) (7,13)
3 (6,8) (5,7)
0 (7,3) (7,4)
1 (8,2) (7,3)
2 (2,9) (2,10)
3 (5,7) (5,5)
3 null null
0 (3,6) (4,7)
1 (13,6) (12,6)
2 (3,13) (4,14)
3 (5,5) (4,4)
0 (1,5) (0,5)
1 (13,1) (12,2)
2 (1,14) (0,15)
3 (4,2) (4,1)
0 (4,7) (4,8)
1 (13,11) (12,12)
2 (7,13) (9,15)
2 (9,15) (7,13)
2 (7,13) (9,15)
2 (9,15) (7,13)
2 (7,13) (9,15)
2 (9,15) (7,13)
2 (7,13) (5,15)
2 null null
3 (4,4) (4,3)
0 (0,7) (1,8)
GAMEOVER 
WINNER Player-1
# Game ended: Sat Mar 15 19:42:31 EDT 2014
