# Server version 0.08 running on 192.168.0.101:8123
# Game ID: 36
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 18:57:17 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.0.101
# Player 3: Player-2, 'random', running on 192.168.0.101
# Player 4: Player-3, 'random', running on 192.168.0.101
START Player-0 random
1 (8,5) (6,5)
1 null null
2 (4,14) (6,12)
2 null null
3 (12,14) (11,14)
0 (8,10) (10,12)
0 null null
1 (15,0) (14,1)
2 (5,13) (7,11)
2 null null
3 (13,14) (15,12)
3 (15,12) (13,14)
3 (13,14) (15,12)
3 (15,12) (13,14)
3 (13,14) (15,12)
3 (15,12) (13,14)
3 (13,14) (15,12)
3 (15,12) (13,14)
3 (13,14) (15,12)
3 null null
0 (9,11) (11,13)
0 (11,13) (11,15)
0 (11,15) (13,15)
0 null null
1 (10,7) (9,8)
2 (6,12) (8,10)
2 null null
3 (15,14) (14,15)
0 (3,0) (4,1)
1 (3,12) (2,13)
2 (7,11) (9,9)
2 null null
3 (11,12) (11,13)
0 (4,1) (6,3)
0 null null
1 (2,13) (0,15)
1 null null
2 (8,10) (10,8)
2 null null
3 (15,13) (15,14)
0 (5,2) (7,4)
0 (7,4) (7,6)
0 (7,6) (9,6)
0 null null
1 (11,5) (10,6)
2 (9,9) (11,7)
2 null null
3 (11,14) (12,13)
0 (10,12) (12,14)
0 null null
1 (8,8) (7,9)
2 (8,7) (10,5)
2 null null
3 (12,15) (11,15)
0 (9,6) (10,7)
1 (10,6) (8,8)
1 null null
2 (10,8) (12,6)
2 null null
3 (12,13) (12,11)
3 (12,11) (12,13)
3 (12,13) (14,11)
3 null null
0 (10,7) (11,8)
1 (7,9) (5,11)
1 null null
2 (11,7) (13,5)
2 null null
3 (11,15) (10,14)
0 (13,13) (15,13)
0 null null
1 (8,8) (7,9)
2 (12,6) (14,4)
2 null null
3 (14,11) (14,12)
0 (1,4) (2,5)
1 (5,11) (4,12)
2 (10,5) (11,4)
3 (13,12) (13,13)
0 (4,5) (5,6)
1 (6,5) (4,7)
1 null null
2 (11,4) (12,3)
3 (15,9) (14,8)
0 (5,6) (7,8)
0 (7,8) (7,10)
0 (7,10) (9,12)
0 null null
1 (7,9) (5,11)
1 (5,11) (3,13)
1 (3,13) (1,15)
1 null null
2 (0,12) (1,11)
3 (8,12) (8,10)
3 (8,10) (8,12)
3 (8,12) (8,10)
3 (8,10) (8,12)
3 (8,12) (6,12)
3 null null
0 (8,11) (10,13)
0 (10,13) (12,13)
0 (12,13) (12,15)
0 null null
1 (4,12) (3,13)
2 (2,14) (4,12)
2 null null
3 (10,14) (9,14)
0 (9,12) (10,13)
1 (3,13) (2,14)
2 (4,12) (5,11)
3 (9,14) (10,14)
0 (2,1) (3,2)
1 (8,6) (7,7)
2 (5,11) (7,9)
2 null null
3 (14,8) (15,9)
0 (7,5) (8,6)
1 (15,3) (15,5)
1 null null
2 (13,5) (15,3)
2 (15,3) (15,1)
2 null null
3 (15,9) (14,8)
0 (8,6) (10,8)
0 (10,8) (12,8)
0 null null
1 (15,5) (14,6)
2 (14,4) (15,3)
3 (11,13) (13,11)
3 (13,11) (11,13)
3 (11,13) (9,13)
3 (9,13) (11,15)
3 (11,15) (9,13)
3 (9,13) (11,13)
3 (11,13) (13,11)
3 null null
0 (3,2) (4,3)
1 (6,9) (5,10)
2 (4,11) (6,9)
2 (6,9) (8,9)
2 (8,9) (10,7)
2 null null
3 (10,14) (10,15)
0 (12,8) (13,9)
1 (5,10) (3,10)
1 (3,10) (1,12)
1 null null
2 (10,7) (11,6)
3 (14,8) (14,7)
0 (13,9) (14,10)
1 (1,12) (0,13)
2 (11,6) (12,5)
3 (15,12) (13,14)
3 (13,14) (15,12)
3 null null
0 (14,10) (15,11)
1 (7,7) (5,7)
1 (5,7) (3,7)
1 null null
2 (4,10) (5,9)
3 (15,12) (14,11)
0 (2,5) (3,6)
1 (9,8) (8,9)
2 (12,3) (13,2)
3 (6,12) (5,12)
0 (3,6) (5,8)
0 (5,8) (5,10)
0 (5,10) (7,10)
0 null null
1 (8,9) (6,11)
1 (6,11) (4,13)
1 null null
2 (13,2) (15,0)
2 null null
3 (14,11) (13,10)
0 (7,10) (8,11)
1 (4,13) (3,14)
2 (9,7) (10,6)
3 (13,10) (13,12)
3 (13,12) (15,12)
3 null null
0 (8,11) (9,12)
1 (14,1) (13,2)
2 (10,6) (11,5)
3 (12,12) (11,11)
0 (9,12) (11,14)
0 (11,14) (13,14)
0 null null
1 (13,2) (12,3)
2 (11,5) (13,5)
2 null null
3 (11,11) (12,11)
0 (6,10) (7,11)
1 (7,12) (6,13)
2 (13,5) (14,4)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 (14,15) (12,13)
3 null null
0 (7,11) (8,12)
1 (6,13) (5,14)
2 (2,11) (4,11)
2 null null
3 (5,12) (4,12)
0 (8,12) (9,13)
1 (5,14) (4,15)
2 (4,11) (5,10)
3 (12,11) (13,10)
0 (9,13) (10,14)
1 (9,4) (8,5)
2 (5,10) (6,9)
3 (12,13) (14,15)
3 (14,15) (12,13)
3 null null
0 (10,14) (11,15)
1 (12,3) (11,4)
2 (6,9) (8,9)
2 null null
3 (15,12) (13,12)
3 (13,12) (15,12)
3 (15,12) (15,10)
3 (15,10) (15,12)
3 (15,12) (13,12)
3 null null
0 (6,3) (7,4)
1 (11,4) (10,5)
2 (8,9) (9,8)
3 (13,10) (14,9)
0 (7,4) (9,6)
0 null null
1 (10,5) (8,7)
1 null null
2 (9,8) (10,7)
3 (4,12) (4,11)
0 (12,15) (14,15)
0 null null
1 (8,7) (7,8)
2 (10,7) (11,6)
3 (13,11) (12,11)
0 (9,6) (10,7)
1 (14,6) (13,7)
2 (11,6) (13,4)
2 null null
3 (12,11) (12,12)
0 (10,7) (12,9)
0 null null
1 (13,7) (12,8)
2 (12,5) (14,3)
2 null null
3 (14,12) (13,11)
0 (11,8) (13,10)
0 null null
1 (12,8) (11,9)
2 (14,4) (14,2)
2 null null
3 (13,11) (12,10)
0 (12,9) (14,11)
0 null null
1 (3,7) (2,8)
2 (14,3) (14,1)
2 null null
3 (12,10) (12,9)
0 (13,10) (15,12)
0 null null
1 (2,8) (1,9)
2 (13,4) (14,3)
3 (4,11) (5,12)
0 (4,3) (5,4)
1 (1,9) (0,10)
2 (1,11) (2,10)
3 (12,9) (10,9)
3 null null
0 (5,4) (6,5)
1 (12,0) (11,1)
2 (2,10) (3,9)
3 (14,9) (15,10)
0 (6,5) (7,6)
1 (11,1) (10,2)
2 (3,9) (4,8)
3 (10,9) (11,8)
0 (7,6) (8,7)
1 (11,9) (10,10)
2 (4,8) (5,7)
3 (5,12) (4,11)
0 (8,7) (9,8)
1 (10,10) (9,11)
2 (5,7) (7,7)
2 null null
3 (12,13) (12,15)
3 null null
0 (9,8) (10,9)
1 (7,8) (6,9)
2 (7,7) (8,6)
3 (12,15) (12,13)
3 (12,13) (12,15)
3 (12,15) (12,13)
3 null null
0 (10,9) (11,10)
1 (6,9) (4,9)
1 null null
2 (8,6) (9,5)
3 (12,12) (12,11)
0 (3,3) (4,4)
1 (4,9) (3,10)
2 (9,5) (10,4)
3 (15,10) (14,10)
0 (4,4) (5,5)
1 (3,10) (2,11)
2 (10,4) (11,3)
3 (10,15) (11,14)
0 (10,13) (12,15)
0 null null
1 (9,11) (8,12)
2 (11,3) (12,2)
3 (11,8) (11,9)
0 (5,5) (6,6)
1 (8,12) (7,13)
2 (12,2) (13,1)
3 (4,11) (5,10)
0 (6,6) (7,7)
1 (7,13) (6,14)
2 (13,1) (14,0)
3 (5,10) (5,8)
3 (5,8) (7,6)
3 (7,6) (7,8)
3 (7,8) (7,6)
3 (7,6) (5,8)
3 null null
0 (7,7) (8,8)
1 (6,14) (5,15)
2 (7,9) (9,7)
2 null null
3 (12,13) (11,12)
0 (8,8) (9,9)
1 (5,15) (3,15)
1 null null
2 (9,7) (10,6)
3 (14,10) (13,10)
0 (9,9) (10,10)
1 (4,15) (2,15)
1 null null
2 (10,6) (11,5)
3 (12,11) (12,10)
0 (11,10) (12,11)
1 (10,2) (9,3)
2 (11,5) (12,4)
3 (13,12) (11,10)
3 (11,10) (11,8)
3 null null
0 (10,10) (11,11)
1 (8,5) (7,6)
2 (6,7) (8,5)
2 null null
3 (14,13) (12,13)
3 (12,13) (10,11)
3 null null
0 (11,11) (12,12)
1 (7,6) (6,7)
2 (12,4) (13,3)
3 (10,11) (9,10)
0 (12,11) (13,12)
1 (6,7) (4,9)
1 null null
2 (8,5) (9,4)
3 (11,14) (10,13)
0 (13,12) (14,13)
1 (4,9) (3,10)
2 (9,4) (10,3)
3 (5,8) (6,7)
0 (1,3) (2,4)
1 (3,10) (1,12)
1 null null
2 (10,3) (11,2)
3 (11,8) (12,9)
0 (2,4) (3,5)
1 (9,3) (8,4)
2 (11,2) (12,1)
3 (12,9) (13,8)
0 (3,5) (4,6)
1 (8,4) (7,5)
2 (12,1) (13,0)
3 (12,10) (13,9)
0 (4,6) (5,7)
1 (7,5) (6,6)
2 (1,14) (2,13)
3 (13,9) (14,10)
0 (5,7) (6,8)
1 (6,6) (5,7)
2 (5,9) (7,7)
2 null null
3 (14,7) (12,9)
3 (12,9) (10,9)
3 null null
0 (6,8) (7,9)
1 (5,7) (3,7)
1 null null
2 (2,13) (3,12)
3 (10,9) (12,9)
3 (12,9) (14,7)
3 (14,7) (12,9)
3 (12,9) (10,9)
3 (10,9) (8,11)
3 (8,11) (10,9)
3 null null
0 (7,9) (8,10)
1 (3,7) (2,8)
2 (3,12) (4,11)
3 (9,10) (7,10)
3 (7,10) (9,10)
3 (9,10) (7,10)
3 null null
0 (8,10) (9,11)
1 (2,8) (1,9)
2 (7,7) (8,6)
3 (13,8) (13,9)
0 (9,11) (10,12)
1 (3,14) (1,14)
1 null null
2 (8,6) (9,5)
3 (11,12) (10,11)
0 (10,12) (11,13)
1 (3,11) (1,11)
1 (1,11) (1,13)
1 null null
2 (9,5) (10,4)
3 (10,11) (11,12)
0 (14,11) (14,12)
1 (1,13) (0,14)
2 (10,4) (11,3)
3 (7,10) (7,9)
0 (12,12) (13,12)
1 (4,7) (3,8)
2 (11,3) (12,2)
3 (11,12) (11,11)
0 (11,13) (12,13)
1 (3,8) (2,9)
2 (12,2) (13,1)
3 (13,10) (12,11)
0 (11,15) (11,14)
1 (2,9) (0,9)
1 (0,9) (0,11)
1 null null
2 (4,11) (5,10)
3 (6,7) (7,6)
0 (11,14) (11,15)
1 (0,10) (0,12)
1 null null
2 (5,10) (6,9)
3 (13,9) (12,9)
GAMEOVER 
WINNER Player-1
# Game ended: Sat Mar 15 18:57:18 EDT 2014
