# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 16
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 16:57:25 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (15,2) (15,4)
1 null null
2 (0,12) (2,12)
2 (2,12) (0,12)
2 (0,12) (2,12)
2 null null
3 (13,13) (13,12)
0 (0,0) (2,2)
0 null null
1 (14,1) (15,2)
2 (2,12) (0,12)
2 null null
3 (13,14) (11,14)
3 null null
0 (2,2) (4,4)
0 null null
1 (13,1) (13,3)
1 null null
2 (2,14) (3,13)
3 (13,12) (12,11)
0 (1,2) (2,3)
1 (14,2) (13,1)
2 (3,15) (2,14)
3 (14,12) (14,11)
0 (0,1) (1,2)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 null null
2 (1,12) (1,11)
3 (11,14) (11,13)
0 (1,2) (3,4)
0 null null
1 (15,4) (15,5)
2 (1,11) (2,11)
3 (12,11) (11,10)
0 (0,3) (1,4)
1 (15,5) (15,4)
2 (2,11) (1,12)
3 (11,13) (10,13)
0 (3,0) (4,1)
1 (13,3) (14,2)
2 (1,12) (1,11)
3 (14,13) (13,14)
0 (1,4) (2,5)
1 (13,0) (11,0)
1 null null
2 (1,14) (3,12)
2 (3,12) (1,14)
2 (1,14) (3,12)
2 null null
3 (11,10) (10,9)
0 (4,1) (5,2)
1 (13,1) (13,3)
1 null null
2 (3,13) (4,14)
3 (10,9) (11,9)
0 (5,2) (6,3)
1 (14,3) (13,4)
2 (2,13) (4,15)
2 (4,15) (4,13)
2 null null
3 (15,12) (15,11)
0 (2,0) (4,2)
0 null null
1 (15,1) (13,1)
1 (13,1) (15,1)
1 (15,1) (13,1)
1 null null
2 (0,14) (2,12)
2 null null
3 (10,13) (11,14)
0 (4,2) (5,3)
1 (13,3) (12,2)
2 (2,14) (3,15)
3 (15,11) (13,11)
3 (13,11) (15,11)
3 null null
0 (5,3) (6,4)
1 (13,2) (11,2)
1 (11,2) (13,2)
1 null null
2 (1,11) (0,11)
3 (11,14) (10,13)
0 (1,0) (3,2)
0 null null
1 (14,2) (15,1)
2 (3,14) (2,13)
3 (11,9) (10,8)
0 (3,2) (4,3)
1 (12,0) (10,0)
1 null null
2 (3,12) (3,11)
3 (10,13) (9,13)
0 (3,4) (4,5)
1 (11,0) (12,1)
2 (4,13) (3,14)
3 (15,15) (13,13)
3 (13,13) (15,15)
3 null null
0 (4,5) (5,6)
1 (13,1) (11,3)
1 (11,3) (13,1)
1 (13,1) (11,3)
1 null null
2 (3,11) (4,10)
3 (12,15) (14,13)
3 (14,13) (12,15)
3 null null
0 (2,1) (3,2)
1 (15,2) (14,2)
2 (4,10) (5,9)
3 (9,13) (10,14)
0 (3,2) (5,4)
0 null null
1 (10,0) (11,0)
2 (4,14) (2,14)
2 (2,14) (4,14)
2 null null
3 (10,8) (11,8)
0 (5,4) (6,5)
1 (11,3) (10,2)
2 (5,9) (6,10)
3 (14,14) (13,13)
0 (6,5) (7,6)
1 (12,2) (12,0)
1 (12,0) (10,0)
1 (10,0) (12,0)
1 (12,0) (12,2)
1 (12,2) (12,0)
1 null null
2 (0,11) (1,11)
3 (13,14) (13,12)
3 (13,12) (13,14)
3 (13,14) (13,12)
3 (13,12) (15,10)
3 (15,10) (15,12)
3 null null
0 (1,1) (2,2)
1 (11,0) (10,0)
2 (2,13) (2,11)
2 (2,11) (0,11)
2 (0,11) (2,11)
2 (2,11) (0,11)
2 (0,11) (2,11)
2 (2,11) (0,11)
2 (0,11) (2,11)
2 null null
3 (13,15) (11,15)
3 (11,15) (9,13)
3 (9,13) (11,15)
3 (11,15) (9,13)
3 null null
0 (2,2) (3,2)
1 (12,0) (11,0)
2 (2,11) (3,11)
3 (10,14) (8,12)
3 (8,12) (10,14)
3 null null
0 (3,2) (5,4)
0 null null
1 (14,0) (13,1)
2 (3,14) (4,13)
3 (11,8) (12,7)
0 (5,4) (6,5)
1 (15,3) (14,4)
2 (6,10) (5,9)
3 (14,11) (13,10)
0 (6,5) (8,7)
0 null null
1 (14,2) (15,3)
2 (2,15) (3,14)
3 (12,14) (14,12)
3 (14,12) (12,14)
3 (12,14) (14,12)
3 (14,12) (12,14)
3 null null
0 (8,7) (9,8)
1 (10,2) (11,2)
2 (4,14) (5,13)
3 (12,7) (11,6)
0 (9,8) (10,9)
1 (15,3) (13,5)
1 null null
2 (1,13) (0,14)
3 (11,6) (10,6)
0 (10,9) (11,10)
1 (14,4) (15,3)
