# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 20
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 17:06:40 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,2)
1 (12,0) (11,1)
2 (0,14) (2,12)
2 null null
3 (14,15) (12,13)
3 null null
0 (1,2) (2,3)
1 (14,0) (12,2)
1 (12,2) (14,0)
1 (14,0) (12,2)
1 (12,2) (14,0)
1 (14,0) (12,2)
1 null null
2 (1,14) (0,14)
3 (12,13) (12,12)
0 (3,2) (4,3)
1 (12,2) (13,3)
2 (2,14) (4,14)
2 null null
3 (13,13) (11,11)
3 (11,11) (13,13)
3 (13,13) (15,11)
3 null null
0 (0,1) (1,2)
1 (14,3) (15,4)
2 (1,13) (1,14)
3 (14,13) (13,12)
0 (0,0) (0,1)
1 (11,1) (12,2)
2 (2,12) (3,12)
3 (15,14) (14,13)
0 (1,2) (2,2)
1 (12,2) (14,4)
1 (14,4) (12,2)
1 (12,2) (14,4)
1 (14,4) (12,2)
1 (12,2) (12,0)
1 null null
2 (2,13) (2,12)
3 (13,12) (12,11)
0 (2,2) (3,2)
1 (14,2) (14,0)
1 (14,0) (12,2)
1 (12,2) (14,0)
1 (14,0) (14,2)
1 (14,2) (12,4)
1 (12,4) (14,2)
1 (14,2) (12,4)
1 (12,4) (14,2)
1 null null
2 (1,12) (0,11)
3 (14,14) (14,15)
0 (3,2) (4,2)
1 (15,3) (14,4)
2 (0,14) (2,14)
2 null null
3 (14,13) (14,14)
0 (4,2) (5,2)
1 (12,0) (11,0)
2 (3,14) (3,13)
3 (14,12) (13,11)
0 (0,1) (0,0)
1 (14,2) (15,3)
2 (1,14) (1,13)
3 (12,11) (13,12)
0 (0,0) (0,1)
1 (11,0) (11,1)
2 (2,15) (3,14)
3 (13,11) (14,11)
0 (0,1) (0,0)
1 (13,3) (14,2)
2 (0,15) (0,14)
3 (15,11) (14,12)
0 (0,0) (0,1)
1 (13,1) (14,0)
2 (3,14) (5,14)
2 null null
3 (14,14) (13,13)
0 (0,1) (0,0)
1 (11,1) (11,0)
2 (3,12) (4,11)
3 (12,15) (12,13)
3 (12,13) (12,11)
3 null null
0 (0,0) (0,1)
1 (15,4) (13,4)
1 null null
2 (0,12) (1,11)
3 (15,13) (14,13)
0 (0,1) (0,0)
1 (14,4) (15,4)
2 (3,15) (5,13)
2 (5,13) (5,15)
2 (5,15) (5,13)
2 null null
3 (15,15) (14,14)
0 (0,0) (0,1)
1 (15,4) (14,4)
2 (1,15) (1,14)
3 (14,14) (15,13)
0 (0,1) (0,0)
1 (14,4) (14,5)
2 (5,13) (3,15)
2 (3,15) (5,13)
2 null null
3 (13,14) (11,14)
3 (11,14) (13,14)
3 null null
0 (0,0) (0,1)
1 (14,0) (12,0)
1 (12,0) (12,2)
1 (12,2) (12,0)
1 (12,0) (10,0)
1 null null
2 (5,14) (5,12)
2 (5,12) (3,10)
2 null null
3 (14,12) (13,11)
0 (0,1) (0,0)
1 (10,0) (9,1)
2 (1,13) (3,11)
2 (3,11) (1,13)
2 (1,13) (1,15)
2 (1,15) (1,13)
2 null null
3 (14,11) (14,10)
0 (0,0) (0,1)
1 (15,1) (13,1)
1 (13,1) (11,1)
1 null null
2 (4,11) (2,9)
2 (2,9) (4,11)
2 (4,11) (2,9)
2 (2,9) (4,11)
2 null null
3 (15,12) (14,11)
0 (0,1) (0,0)
1 (9,1) (8,1)
2 (3,13) (3,14)
3 (14,15) (12,13)
3 null null
0 (0,0) (0,1)
1 (14,1) (14,0)
2 (0,13) (0,15)
2 (0,15) (0,13)
2 null null
3 (14,13) (12,15)
3 (12,15) (14,15)
3 (14,15) (12,15)
3 null null
0 (0,1) (0,0)
1 (15,3) (13,1)
1 (13,1) (13,3)
1 (13,3) (13,1)
1 (13,1) (15,3)
1 (15,3) (15,1)
1 (15,1) (15,3)
1 null null
2 (4,14) (3,15)
3 (12,13) (11,13)
0 (0,0) (0,1)
1 (13,4) (14,3)
2 (0,14) (0,12)
2 null null
3 (12,14) (14,14)
3 null null
0 (0,1) (0,0)
1 (14,3) (15,4)
2 (0,13) (0,14)
3 (14,14) (15,14)
0 (0,0) (0,1)
1 (13,2) (12,3)
2 (2,12) (2,11)
3 (15,13) (14,14)
0 (0,1) (0,0)
1 (8,1) (7,0)
2 (2,11) (3,12)
3 (13,15) (14,15)
0 (0,0) (0,1)
1 (14,5) (13,5)
2 (3,10) (2,11)
3 (12,12) (10,14)
3 null null
0 (0,1) (0,0)
1 (11,1) (10,1)
