# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 34
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 18:35:51 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
2 (4,14) (4,12)
2 null null
3 (12,15) (11,15)
0 (13,11) (15,13)
0 null null
1 (15,5) (15,6)
2 (1,15) (0,15)
3 (11,11) (12,10)
0 (0,0) (1,1)
1 (14,3) (14,2)
2 (0,15) (1,15)
3 (13,14) (14,14)
0 (1,1) (3,3)
0 null null
1 (9,3) (8,4)
2 (4,12) (3,12)
3 (14,14) (15,15)
0 (2,2) (4,4)
0 null null
1 (14,2) (13,1)
2 (3,12) (5,14)
2 null null
3 (14,13) (13,14)
0 (3,3) (5,5)
0 null null
1 (8,4) (8,3)
2 (2,11) (1,12)
3 (15,11) (13,11)
3 (13,11) (15,11)
3 (15,11) (13,11)
3 (13,11) (15,11)
3 null null
0 (4,4) (6,6)
0 null null
1 (11,2) (12,2)
2 (4,15) (6,13)
2 (6,13) (4,15)
2 (4,15) (6,13)
2 (6,13) (4,15)
2 (4,15) (2,15)
2 null null
3 (13,12) (14,13)
0 (5,5) (7,7)
0 null null
1 (12,2) (13,3)
2 (4,13) (3,13)
3 (11,14) (10,13)
0 (6,6) (8,8)
0 (8,8) (8,10)
0 (8,10) (10,12)
0 (10,12) (10,14)
0 null null
1 (15,4) (15,5)
2 (0,14) (1,13)
3 (11,15) (12,15)
0 (9,12) (11,14)
0 null null
1 (15,2) (15,3)
2 (3,14) (4,13)
3 (15,15) (15,14)
0 (8,9) (9,10)
1 (13,1) (13,0)
2 (1,15) (0,14)
3 (12,10) (10,10)
3 (10,10) (8,12)
3 (8,12) (10,10)
3 (10,10) (12,10)
3 (12,10) (10,10)
3 (10,10) (12,10)
3 (12,10) (10,10)
3 (10,10) (8,10)
3 (8,10) (10,10)
3 (10,10) (8,10)
3 (8,10) (10,12)
3 null null
0 (9,11) (11,13)
0 (11,13) (13,15)
0 (13,15) (15,15)
0 null null
1 (15,5) (14,6)
2 (2,15) (3,14)
3 (12,12) (11,12)
0 (10,14) (11,15)
1 (14,6) (13,6)
2 (1,11) (0,10)
3 (10,13) (10,14)
0 (11,15) (13,15)
0 null null
1 (13,0) (12,0)
2 (3,14) (2,15)
3 (11,10) (11,9)
0 (0,3) (1,4)
1 (11,1) (10,2)
2 (5,14) (6,14)
3 (14,15) (12,13)
3 (12,13) (10,11)
3 (10,11) (12,13)
3 (12,13) (10,11)
3 (10,11) (10,13)
3 null null
0 (7,7) (8,8)
1 (13,2) (13,1)
2 (3,13) (2,14)
3 (11,12) (10,11)
0 (9,10) (11,12)
0 null null
1 (13,6) (13,5)
2 (1,13) (3,13)
2 (3,13) (1,13)
2 null null
3 (10,14) (11,15)
0 (8,8) (9,9)
1 (12,1) (13,2)
2 (3,15) (4,14)
3 (14,11) (13,10)
0 (9,9) (10,10)
1 (11,0) (13,0)
1 (13,0) (15,0)
1 (15,0) (13,0)
1 null null
2 (0,9) (0,11)
2 null null
3 (15,14) (14,14)
0 (10,10) (11,11)
1 (13,2) (12,3)
2 (4,14) (3,14)
3 (11,9) (11,8)
0 (11,11) (12,12)
1 (13,5) (12,5)
2 (3,14) (4,15)
3 (10,11) (9,10)
0 (3,0) (4,1)
1 (15,6) (14,5)
2 (1,12) (3,14)
2 (3,14) (1,12)
2 (1,12) (1,14)
2 null null
3 (11,8) (12,9)
0 (4,1) (6,3)
0 null null
1 (15,3) (15,2)
2 (4,13) (4,14)
3 (10,13) (9,14)
0 (5,2) (7,4)
0 null null
1 (13,1) (12,2)
2 (4,14) (5,14)
3 (10,12) (9,12)
0 (6,3) (8,5)
0 null null
1 (8,3) (10,1)
1 (10,1) (8,3)
1 (8,3) (10,1)
1 (10,1) (8,3)
1 (8,3) (6,5)
1 null null
2 (5,14) (4,14)
3 (14,13) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,13)
3 (10,13) (8,15)
3 null null
0 (7,4) (9,6)
0 null null
1 (9,2) (8,1)
2 (2,14) (3,13)
3 (13,10) (13,9)
0 (8,5) (10,7)
0 null null
1 (12,2) (11,1)
2 (0,11) (1,11)
3 (9,10) (9,9)
0 (9,6) (11,8)
0 (11,8) (13,10)
0 null null
1 (13,3) (14,3)
2 (0,12) (1,12)
3 (12,15) (10,13)
3 null null
0 (10,7) (11,8)
1 (15,2) (15,3)
2 (2,13) (2,12)
3 (10,13) (10,12)
0 (11,14) (12,15)
1 (14,3) (15,4)
2 (1,11) (0,12)
3 (9,14) (10,15)
0 (1,4) (2,5)
1 (12,0) (13,1)
2 (3,13) (3,14)
3 (13,9) (12,10)
0 (13,10) (14,11)
1 (6,5) (6,4)
2 (0,10) (0,11)
3 (12,10) (13,10)
0 (14,11) (14,13)
0 (14,13) (14,15)
0 null null
1 (15,3) (14,2)
2 (1,13) (1,15)
2 null null
3 (10,12) (11,11)
0 (2,1) (3,2)
1 (10,2) (9,3)
2 (2,15) (4,13)
2 (4,13) (2,15)
2 (2,15) (0,15)
2 null null
3 (8,15) (7,14)
0 (3,2) (4,3)
1 (13,1) (15,3)
1 (15,3) (13,1)
1 null null
2 (2,12) (1,13)
3 (9,12) (8,12)
0 (2,5) (3,6)
1 (12,3) (11,2)
2 (0,12) (2,12)
2 null null
3 (13,10) (13,9)
0 (11,8) (13,10)
0 null null
1 (8,1) (8,0)
2 (2,12) (1,11)
3 (7,14) (6,15)
0 (3,6) (4,7)
1 (14,5) (14,4)
2 (6,14) (5,14)
3 (12,9) (13,8)
0 (13,10) (14,11)
1 (14,4) (13,4)
2 (0,14) (2,12)
2 null null
3 (11,11) (12,10)
0 (14,11) (14,13)
0 null null
1 (11,1) (12,1)
2 (1,13) (2,13)
3 (8,12) (9,12)
0 (11,12) (12,13)
1 (15,1) (14,1)
2 (1,14) (1,13)
3 (12,10) (13,11)
0 (4,3) (5,4)
1 (13,1) (15,3)
1 (15,3) (15,5)
1 null null
2 (1,13) (3,11)
2 (3,11) (1,13)
2 (1,13) (3,13)
2 (3,13) (3,15)
2 (3,15) (3,13)
2 (3,13) (1,13)
2 (1,13) (3,13)
2 (3,13) (1,13)
2 null null
3 (6,15) (5,15)
0 (5,4) (6,5)
1 (9,3) (9,2)
2 (1,12) (1,14)
2 null null
3 (13,11) (14,11)
0 (6,5) (7,6)
1 (14,0) (13,1)
2 (5,14) (6,13)
3 (13,14) (11,14)
3 null null
0 (12,13) (13,14)
1 (6,4) (5,4)
2 (3,14) (3,15)
3 (15,12) (15,10)
3 (15,10) (15,12)
3 (15,12) (15,10)
3 null null
0 (7,6) (8,7)
1 (8,0) (9,0)
2 (1,13) (1,12)
3 (9,9) (9,8)
0 (8,7) (10,9)
0 null null
1 (14,1) (14,0)
2 (1,14) (2,15)
3 (13,8) (13,7)
0 (10,9) (11,10)
1 (12,5) (13,5)
2 (0,13) (1,14)
3 (13,9) (14,9)
0 (11,10) (12,11)
1 (9,2) (8,3)
2 (2,13) (1,13)
3 (13,7) (12,8)
0 (12,11) (13,12)
1 (9,0) (8,0)
2 (1,13) (2,13)
3 (9,12) (9,13)
0 (13,12) (15,14)
0 null null
1 (14,0) (12,0)
1 (12,0) (14,0)
1 (14,0) (12,2)
1 (12,2) (14,0)
1 (14,0) (12,2)
1 null null
2 (2,12) (3,11)
3 (9,13) (10,13)
0 (1,3) (2,4)
1 (8,3) (8,4)
2 (1,12) (0,12)
3 (14,9) (13,8)
0 (2,4) (3,5)
1 (8,4) (9,3)
2 (0,12) (0,10)
2 null null
3 (11,15) (9,15)
3 (9,15) (11,15)
3 (11,15) (11,13)
3 (11,13) (9,13)
3 null null
0 (3,5) (4,6)
1 (8,0) (7,0)
2 (3,15) (5,13)
2 null null
3 (10,13) (9,12)
0 (4,6) (5,7)
1 (9,3) (8,2)
2 (2,15) (0,13)
2 null null
3 (14,11) (13,12)
0 (5,7) (6,8)
1 (14,2) (15,1)
2 (6,13) (5,14)
3 (9,8) (8,8)
0 (6,8) (7,9)
1 (13,5) (13,3)
1 (13,3) (13,5)
1 (13,5) (13,3)
1 null null
2 (3,11) (2,10)
3 (9,12) (9,11)
0 (7,9) (8,10)
1 (13,0) (14,0)
2 (2,10) (2,9)
3 (9,13) (9,14)
0 (8,10) (10,12)
0 null null
1 (14,0) (14,1)
2 (5,13) (6,13)
3 (9,11) (10,10)
0 (10,12) (11,13)
1 (5,4) (5,3)
2 (2,13) (1,12)
3 (9,14) (9,15)
0 (11,13) (11,15)
0 null null
1 (15,1) (15,2)
2 (6,13) (7,13)
3 (15,10) (15,9)
0 (4,7) (5,8)
1 (13,1) (15,1)
1 null null
2 (7,13) (8,12)
3 (13,13) (12,13)
0 (12,12) (13,13)
1 (13,4) (12,3)
2 (4,15) (4,13)
2 null null
3 (10,10) (9,10)
0 (5,8) (6,9)
1 (15,4) (14,5)
2 (4,14) (6,14)
2 null null
3 (11,14) (10,13)
0 (6,9) (7,10)
1 (12,2) (11,1)
2 (6,14) (7,15)
3 (10,15) (9,14)
0 (7,10) (8,11)
1 (14,1) (14,0)
2 (8,12) (7,12)
3 (10,13) (9,12)
0 (8,11) (10,13)
0 null null
1 (15,5) (15,4)
2 (5,14) (3,12)
2 null null
3 (12,13) (11,14)
0 (14,12) (15,12)
1 (5,3) (5,4)
2 (7,12) (6,13)
3 (12,8) (13,7)
0 (10,13) (11,13)
1 (7,0) (7,1)
2 (0,13) (0,14)
3 (9,14) (9,13)
0 (11,13) (12,13)
1 (12,1) (13,1)
2 (7,15) (7,14)
3 (13,7) (12,6)
0 (11,15) (11,13)
0 (11,13) (11,15)
0 null null
1 (11,2) (11,0)
1 null null
2 (1,12) (0,12)
3 (12,6) (11,7)
0 (11,15) (11,13)
0 (11,13) (11,15)
0 null null
1 (8,2) (8,1)
2 (0,10) (1,10)
3 (9,10) (8,11)
0 (11,15) (11,13)
0 (11,13) (11,15)
0 null null
1 (5,4) (6,4)
2 (0,11) (0,13)
2 (0,13) (2,15)
2 (2,15) (0,13)
2 null null
3 (9,15) (9,14)
0 (11,15) (11,13)
0 (11,13) (11,15)
0 null null
1 (12,3) (14,3)
GAMEOVER 
WINNER Player-0
# Game ended: Sat Mar 15 18:35:52 EDT 2014
