# Server version 0.08 running on 192.168.1.160:8123
# Game ID: 15
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sat Mar 15 16:54:20 EDT 2014
# Player 1: Player-0, 'random', running on localhost
# Player 2: Player-1, 'random', running on 192.168.1.160
# Player 3: Player-2, 'random', running on 192.168.1.160
# Player 4: Player-3, 'random', running on 192.168.1.160
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (14,3) (14,4)
2 (1,12) (2,12)
3 (15,13) (15,11)
3 null null
0 (3,3) (4,4)
1 (14,2) (14,3)
2 (0,12) (0,11)
3 (13,15) (15,13)
3 null null
0 (4,4) (5,5)
1 (15,2) (14,2)
2 (0,13) (0,12)
3 (14,12) (13,11)
0 (5,5) (6,6)
1 (12,1) (12,2)
2 (1,14) (0,13)
3 (12,14) (11,13)
0 (6,6) (7,7)
1 (13,2) (12,3)
2 (2,12) (3,13)
3 (15,11) (14,11)
0 (7,7) (8,8)
1 (14,4) (15,4)
2 (2,15) (1,14)
3 (14,14) (14,12)
3 (14,12) (14,10)
3 (14,10) (14,12)
3 null null
0 (8,8) (9,9)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 (14,1) (12,1)
1 (12,1) (14,1)
1 null null
2 (3,13) (3,12)
3 (15,13) (15,11)
3 null null
0 (9,9) (10,10)
1 (15,4) (15,2)
1 (15,2) (13,2)
1 (13,2) (11,2)
1 (11,2) (13,4)
1 (13,4) (11,2)
1 (11,2) (13,2)
1 (13,2) (11,2)
1 null null
2 (1,13) (2,12)
3 (15,12) (15,13)
0 (10,10) (11,11)
1 (14,3) (13,2)
2 (3,15) (3,13)
2 (3,13) (3,11)
2 null null
3 (12,15) (13,15)
0 (11,11) (12,12)
1 (15,3) (15,2)
2 (3,14) (1,12)
2 null null
3 (13,14) (13,12)
3 (13,12) (15,10)
3 null null
0 (12,12) (14,14)
